set_id,name,entity_id,ref_kind,system,window,win_start,win_end,volume_scored,area_set_mi2,area_sim_mi2,cover_frac,n_arcs,n_arcs_missing,n_months,kge,nse,pbias,r,alpha,beta,seas_mismatch,ct_diff,sim_taf_yr,ref_taf_yr,note
UF15,Calaveras R. at Jenny Lind (cdec_NHG: CDEC NHG daily FNF),cdec_NHG,arcsum,,train,1987-10,2018-12,True,361.610671554,361.610671554,1.0,1,0,375,0.8510102360326421,0.9270840495837838,-9.008395208980714,0.9670653195056346,0.8859906224748841,0.9099160479101929,0.026371439352490512,-0.15523278420889763,139.5077454507213,153.31935926520822,
UF18,Tuolumne R. at Don Pedro (cdec_TLG: CDEC TLG daily FNF),cdec_TLG,anchor,TU,WY1950-84,1949-10,1984-09,True,1531.573174657,1531.573174657,1.0,4,0,420,0.8212928375587252,0.8804691086247276,-15.215614732122338,0.9485276892456489,0.9216714741248002,0.8478438526787766,0.08246797889253622,0.29878647731729746,1696.7436104169483,2001.2454003836428,
UF18,Tuolumne R. at Don Pedro (cdec_TLG: CDEC TLG daily FNF),cdec_TLG,anchor,TU,train,1986-10,2018-12,True,1531.573174657,1531.573174657,1.0,4,0,387,0.8502826797463007,0.9324311800756696,-12.521928667225776,0.9721492173120635,0.9228006468102935,0.8747807133277423,0.03811501374669213,-0.04087278075995471,1583.3602239271768,1810.008153819414,
UF19,Merced R. at Exchequer (cdec_MRC: CDEC MRC daily FNF),cdec_MRC,anchor,ME,WY1950-84,1949-10,1984-09,True,1036.0761981327,1036.0761981327,1.0,1,0,420,0.9600835464380324,0.939785523629287,2.512831114468822,0.9699048546000157,0.9925051039143792,1.0251283111446883,0.0459059503349121,0.09187798934682956,1051.2321768032077,1025.463998384135,
UF19,Merced R. at Exchequer (cdec_MRC: CDEC MRC daily FNF),cdec_MRC,anchor,ME,train,1988-10,2018-12,True,1036.0761981327,1036.0761981327,1.0,1,0,363,0.9513467628749647,0.9299025766730787,3.0569668647790467,0.964821485187923,0.9860320031097625,1.0305696686477905,0.06732098105544906,-0.20524485342722976,990.0140513906656,960.6473793175594,
UF20,Chowchilla R. at Buchanan (uf_20: DWR UF 20 monthly),uf_20,arcsum,,WY1950-84,1949-10,1984-09,True,234.811659592,234.811659592,1.0,1,0,420,0.603781544623015,0.8127497363847246,-20.07289443165509,0.9518460976262059,0.661801601155384,0.7992710556834491,0.08398781128772007,0.15527386235634566,62.537707556393045,78.24342832347112,
UF20,Chowchilla R. at Buchanan (uf_20: DWR UF 20 monthly),uf_20,arcsum,,train,1984-10,2014-09,True,234.811659592,234.811659592,1.0,1,0,360,0.8356707070954558,0.8799559055309291,3.270844926327538,0.9427750277523063,0.8494690184561666,1.0327084492632754,0.06443304215964402,-0.2522240273007821,62.632390427717255,60.6486665935566,
UF22,San Joaquin R. at Millerton (cdec_MIL: CDEC SBF daily FNF),cdec_MIL,anchor,SJ,WY1950-84,1949-10,1984-09,True,1637.79925007,1637.79925007,1.0,1,0,420,0.8126065516839397,0.8857114108847005,-17.08991070534109,0.9520458874477983,0.9399150370769731,0.8291008929465891,0.05364570037272742,0.1748280575990364,1557.6529241578119,1878.7254210063388,
UF22,San Joaquin R. at Millerton (cdec_MIL: CDEC SBF daily FNF),cdec_MIL,anchor,SJ,train,1987-10,2018-12,True,1637.79925007,1637.79925007,1.0,1,0,375,0.92880184166821,0.9111449084906995,-5.305203801354032,0.955785461664046,0.98268718358594,0.9469479619864596,0.04600636990490634,0.008947108036786666,1582.5975507921985,1671.2613726654054,
UF21,Fresno R. near Daulton (uf_21: DWR UF 21 monthly),uf_21,arcsum,,WY1950-84,1949-10,1984-09,True,343.684922793,343.684922793,1.0,4,0,420,0.8195181431782003,0.901525447813765,5.299110491415132,0.9580880951753404,0.8326409976254916,1.0529911049141514,0.07742855550432046,0.27339315450232515,100.23271887761709,95.1885713087661,the three below-dam arcs may lie outside the Daulton gauge basin
UF21,Fresno R. near Daulton (uf_21: DWR UF 21 monthly),uf_21,arcsum,,train,1984-10,2014-09,True,343.684922793,343.684922793,1.0,4,0,360,0.7725554506424458,0.9079718894365401,16.792096629960923,0.9614364265792892,0.8515196211127819,1.1679209662996093,0.09202809460118717,0.08093146175812382,80.57058503149432,68.9863332848375,the three below-dam arcs may lie outside the Daulton gauge basin
